"Time [s]","Event Name","Chamber","Event Text","O2 Concentration  (A) [nmol/ml]","O2 Slope uncorr.  (A) [pmol/(s*ml)]","O2 Concentration  (B) [nmol/ml]","O2 Slope uncorr.  (B) [pmol/(s*ml)]","Amp  (A) [µM]","Amp - slope  (A) [pmol/(s*ml)]","Amp  (B) [µM]","Amp - slope  (B) [pmol/(s*ml)]"
1424.00,"","","",158.8486,173.7735,166.4858,119.7491,-0.3102,1.1087,-0.3195,0.9256
1426.00,"","","",158.4682,174.1238,166.2429,120.0075,-0.3079,1.1107,-0.3185,0.9291
1428.00,"","","",158.0978,174.5242,165.9897,120.3693,-0.3061,1.1107,-0.3164,0.9291
1430.00,"","","",157.7425,174.9747,165.7261,120.7310,-0.3045,1.1087,-0.3150,0.9291
1432.00,"","","",157.3871,175.3250,165.4625,121.0411,-0.3023,1.1067,-0.3133,0.9326
1434.00,"","","",157.0418,175.6253,165.1989,121.3512,-0.2997,1.1067,-0.3109,0.9326
1436.00,"","","",156.6764,175.9256,164.9353,121.6613,-0.2977,1.1067,-0.3102,0.9326
1438.00,"","","",156.2960,176.2259,164.6769,121.9714,-0.2995,1.0988,-0.3081,0.9326
1440.00,"","","",155.9106,176.5763,164.4340,122.2298,-0.2995,1.0868,-0.3050,0.9360
1442.00,"","","",155.4251,177.1769,164.1653,122.4883,-0.2977,1.0748,-0.3029,0.9395
1444.00,"","","",154.8245,178.1278,163.8914,122.7984,-0.2957,1.0628,-0.3012,0.9395
1446.00,"","","",154.1989,179.5793,163.6691,123.0568,-0.2945,1.0528,-0.2994,0.9395
1448.00,"","","",153.5433,181.4812,163.4107,123.3669,-0.2927,1.0408,-0.2987,0.9395
1450.00,"","","",152.8526,183.8836,163.1109,123.6770,-0.2913,1.0288,-0.2960,0.9395
1452.00,"ADP","Both","",152.1419,186.7864,162.8215,124.0904,-0.2899,1.0168,-0.2977,0.9326
1454.00,"","","",151.4161,190.1898,162.5269,124.5039,-0.2879,1.0029,-0.2973,0.9222
1456.00,"","","",150.6754,194.0437,162.1496,125.1241,-0.2861,0.9909,-0.2949,0.9152
1458.00,"","","",149.9547,198.3480,161.7052,126.1061,-0.2849,0.9769,-0.2921,0.9118
1460.00,"","","",149.2490,203.0527,161.2193,127.5532,-0.2833,0.9629,-0.2918,0.9048
1462.00,"","","",148.5283,208.1077,160.7129,129.3104,-0.2815,0.9489,-0.2897,0.8979
1464.00,"","","",147.8075,213.5131,160.1702,131.4294,-0.2799,0.9329,-0.2876,0.8944
1466.00,"","","",147.0818,219.1187,159.6120,133.9618,-0.2785,0.9210,-0.2862,0.8910
1468.00,"","","",146.3461,225.0246,159.0538,137.0111,-0.2763,0.9070,-0.2842,0.8840
1470.00,"","","",145.6254,231.1307,158.5163,140.3705,-0.2745,0.8950,-0.2824,0.8806
1472.00,"","","",144.8846,237.5371,157.9737,144.0917,-0.2729,0.8830,-0.2821,0.8702
1474.00,"","","",144.1539,244.0937,157.4568,148.0196,-0.2713,0.8730,-0.2804,0.8632
1476.00,"","","",143.4232,250.7503,156.9400,152.2576,-0.2701,0.8610,-0.2793,0.8528
1478.00,"","","",142.6974,257.5070,156.4025,156.7023,-0.2687,0.8490,-0.2772,0.8459
1480.00,"","","",141.9717,264.3639,155.8650,161.3537,-0.2675,0.8390,-0.2758,0.8390
1482.00,"","","",141.2510,271.2708,155.3223,166.1085,-0.2665,0.8271,-0.2734,0.8320
1484.00,"","","",140.5103,278.1777,154.7745,171.0701,-0.2649,0.8151,-0.2724,0.8251
1486.00,"","","",139.7545,284.9845,154.2060,176.1867,-0.2627,0.8051,-0.2700,0.8182
1488.00,"","","",139.0088,291.7913,153.6375,181.4583,-0.2611,0.7971,-0.2679,0.8147
1490.00,"","","",138.2730,298.5480,153.1000,186.7817,-0.2599,0.7891,-0.2665,0.8112
1492.00,"","","",137.5373,305.2047,152.5366,192.2084,-0.2587,0.7791,-0.2648,0.8078
1494.00,"","","",136.7915,311.7111,151.9940,197.6867,-0.2571,0.7711,-0.2637,0.8008
1496.00,"","","",136.0258,318.1175,151.4565,203.1651,-0.2549,0.7651,-0.2620,0.7974
1498.00,"","","",135.2650,324.2737,150.9138,208.6435,-0.2531,0.7611,-0.2606,0.7939
1500.00,"","","",134.5493,330.0795,150.3763,213.9668,-0.2517,0.7571,-0.2589,0.7904
1502.00,"","","",133.8386,335.4849,149.8181,219.1868,-0.2507,0.7551,-0.2575,0.7870
1504.00,"","","",133.1029,340.5399,149.2599,224.3551,-0.2495,0.7551,-0.2561,0.7870
1506.00,"","","",132.3621,345.2947,148.6966,229.4200,-0.2483,0.7551,-0.2547,0.7835
1508.00,"","","",131.6064,349.6991,148.1488,234.3298,-0.2471,0.7551,-0.2526,0.7835
1510.00,"","","",130.8656,353.6530,147.6009,239.0330,-0.2449,0.7551,-0.2512,0.7800
1512.00,"","","",130.1349,357.1065,147.0841,243.5294,-0.2437,0.7591,-0.2495,0.7800
1514.00,"","","",129.3892,360.0594,146.5569,247.7674,-0.2423,0.7631,-0.2481,0.7800
1516.00,"","","",128.6534,362.4118,146.0143,251.7470,-0.2417,0.7671,-0.2467,0.7766
1518.00,"","","",127.9177,364.2636,145.4819,255.4164,-0.2401,0.7651,-0.2446,0.7766
1520.00,"","","",127.1669,365.5149,144.9341,258.7758,-0.2393,0.7591,-0.2436,0.7800
1522.00,"","","",126.4212,366.4158,144.3552,261.8768,-0.2375,0.7551,-0.2426,0.7835
1524.00,"","","",125.6754,367.0664,143.7867,264.6677,-0.2361,0.7511,-0.2408,0.7835
1526.00,"","","",124.9197,367.6170,143.2441,266.9934,-0.2351,0.7452,-0.2398,0.7870
1528.00,"","","",124.1739,368.0174,142.7169,268.9056,-0.2331,0.7412,-0.2377,0.7904
1530.00,"","","",123.4232,368.3677,142.1639,270.4044,-0.2317,0.7372,-0.2356,0.7939
1532.00,"","","",122.6775,368.7181,141.6109,271.5415,-0.2303,0.7332,-0.2342,0.7939
1534.00,"","","",121.9567,368.9683,141.0734,272.2133,-0.2295,0.7272,-0.2332,0.7904
1536.00,"","","",121.2310,369.2186,140.5307,272.6268,-0.2277,0.7232,-0.2318,0.7870
1538.00,"","","",120.4903,369.4688,139.9725,272.8852,-0.2263,0.7192,-0.2308,0.7835
1540.00,"","","",119.7395,369.6690,139.4195,273.0403,-0.2253,0.7152,-0.2287,0.7835
1542.00,"","","",118.9988,369.8692,138.8717,273.0920,-0.2239,0.7112,-0.2273,0.7800
1544.00,"","","",118.2530,370.0194,138.3084,273.1953,-0.2219,0.7072,-0.2259,0.7766
1546.00,"","","",117.5023,370.1695,137.7502,273.3504,-0.2205,0.7052,-0.2245,0.7766
1548.00,"","","",116.7616,370.3197,137.2282,273.5054,-0.2194,0.7032,-0.2228,0.7731
1550.00,"","","",116.0208,370.4698,136.7114,273.5571,-0.2182,0.7012,-0.2225,0.7696
1552.00,"","","",115.2701,370.5699,136.1687,273.6088,-0.2168,0.6992,-0.2200,0.7662
1554.00,"","","",114.5343,370.7201,135.6105,273.6088,-0.2152,0.6992,-0.2186,0.7662
1556.00,"","","",113.7886,370.8202,135.0523,273.6088,-0.2140,0.6972,-0.2173,0.7592
1558.00,"","","",113.0428,370.8702,134.4993,273.6088,-0.2124,0.6972,-0.2166,0.7558
1560.00,"","","",112.3071,370.9203,133.9360,273.5571,-0.2112,0.6952,-0.2141,0.7523
1562.00,"","","",111.5714,370.9203,133.3675,273.6088,-0.2094,0.6932,-0.2124,0.7488
1564.00,"","","",110.8256,370.9203,132.8352,273.5571,-0.2078,0.6912,-0.2110,0.7454
1566.00,"","","",110.0799,370.9203,132.3028,273.5571,-0.2048,0.6952,-0.2100,0.7454
1568.00,"","","",109.5393,370.6200,131.7601,273.6088,-0.2006,0.7032,-0.2072,0.7454
1570.00,"","","",109.7696,368.5179,131.2278,273.5571,-0.1958,0.7172,-0.2075,0.7454
1572.00,"","","",110.0849,364.5639,130.6800,273.5571,-0.1908,0.7352,-0.2051,0.7454
1574.00,"AA","Both","",110.2501,359.2086,130.1321,273.5571,-0.1866,0.7591,-0.2051,0.7419
1576.00,"","","",110.3201,352.6520,129.7290,273.2987,-0.1820,0.7891,-0.1971,0.7488
1578.00,"","","",110.3401,345.1445,130.0391,271.4898,-0.1782,0.8211,-0.1902,0.7662
1580.00,"","","",110.3301,336.6861,130.3957,268.0787,-0.1738,0.8590,-0.1857,0.7904
1582.00,"","","",110.3001,327.3768,130.5663,263.5306,-0.1700,0.8970,-0.1812,0.8182
1584.00,"","","",110.2701,317.3167,130.6283,258.1556,-0.1660,0.9369,-0.1777,0.8459
1586.00,"","","",110.2501,306.6061,130.6438,252.1087,-0.1612,0.9809,-0.1732,0.8806
1588.00,"","","",110.2350,295.2948,130.6283,245.4417,-0.1572,1.0268,-0.1698,0.9152
1590.00,"","","",110.2050,283.4329,130.5869,238.2577,-0.1526,1.0748,-0.1663,0.9499
1592.00,"","","",110.1700,271.1206,130.5766,230.4536,-0.1482,1.1267,-0.1625,0.9915
1594.00,"","","",110.1349,258.4580,130.5766,222.1327,-0.1438,1.1787,-0.1580,1.0331
1596.00,"","","",110.1049,245.4450,130.5663,213.3983,-0.1400,1.2306,-0.1545,1.0747
1598.00,"","","",110.0799,232.1317,130.5611,204.2505,-0.1362,1.2825,-0.1507,1.1198
1600.00,"","","",110.0398,218.6683,130.5508,194.7408,-0.1317,1.3345,-0.1462,1.1649
1602.00,"","","",110.0098,205.1047,130.5404,185.0761,-0.1283,1.3864,-0.1420,1.2099
1604.00,"","","",109.9698,191.4911,130.5404,175.1530,-0.1241,1.4384,-0.1382,1.2585
1606.00,"","","",109.9347,177.9276,130.5301,165.0749,-0.1195,1.4903,-0.1341,1.3035
1608.00,"","","",109.8947,164.4642,130.5094,154.8417,-0.1157,1.5422,-0.1302,1.3521
1610.00,"","","",109.8497,151.1509,130.4888,144.5568,-0.1119,1.5922,-0.1264,1.4041
1612.00,"","","",109.8296,138.0878,130.4681,134.2719,-0.1071,1.6421,-0.1230,1.4491
1614.00,"","","",109.7996,125.2250,130.4629,124.0387,-0.1035,1.6901,-0.1185,1.4977
1616.00,"","","",109.7596,112.7125,130.4422,113.8572,-0.0995,1.7360,-0.1143,1.5462
1618.00,"","","",109.7195,100.6505,130.4164,103.8308,-0.0955,1.7800,-0.1108,1.5913
1620.00,"","","",109.6845,89.0389,130.4061,94.0110,-0.0913,1.8219,-0.1063,1.6363
1622.00,"","","",109.6595,77.9778,130.3854,84.4497,-0.0873,1.8599,-0.1025,1.6780
1624.00,"","","",109.6344,67.5174,130.3699,75.1468,-0.0835,1.8978,-0.0970,1.7230
1626.00,"","","",109.6094,57.7076,130.3492,66.2574,-0.0791,1.9318,-0.0942,1.7646
1628.00,"","","",109.5744,48.6986,130.3389,57.7297,-0.0751,1.9618,-0.0904,1.8028
1630.00,"","","",109.5343,40.4904,130.3337,49.5121,-0.0709,1.9897,-0.0859,1.8374
1632.00,"","","",109.4993,33.1331,130.3182,41.7597,-0.0663,2.0137,-0.0817,1.8721
1634.00,"","","",109.4693,26.7767,130.2924,34.5758,-0.0625,2.0337,-0.0782,1.9033
1636.00,"","","",109.4342,21.4214,130.2924,28.0121,-0.0579,2.0517,-0.0748,1.9310
1638.00,"","","",109.4092,17.1171,130.2924,22.0169,-0.0537,2.0637,-0.0710,1.9518
1640.00,"","","",109.3842,13.9639,130.2717,16.7969,-0.0499,2.0716,-0.0661,1.9726
1642.00,"","","",109.3542,11.9619,130.2613,12.3005,-0.0447,2.0756,-0.0623,1.9900
1644.00,"","","",109.3191,11.2612,130.2562,8.5793,-0.0412,2.0756,-0.0585,2.0038
1646.00,"","","",109.2841,11.9619,130.2407,5.6334,-0.0372,2.0736,-0.0547,2.0108
1648.00,"","","",109.2541,13.6636,130.2355,3.5661,-0.0328,2.0696,-0.0505,2.0177
1650.00,"","","",109.2340,14.9149,130.2148,2.4291,-0.0288,2.0677,-0.0470,2.0142
1652.00,"","","",109.1940,15.5655,130.1528,2.3774,-0.0250,2.0677,-0.0436,2.0073
1654.00,"","","",109.1490,15.9159,130.1321,3.3594,-0.0210,2.0657,-0.0391,1.9934
1656.00,"","","",109.1189,16.1161,130.1321,5.0649,-0.0166,2.0657,-0.0356,1.9865
1658.00,"","","",109.1039,16.1661,130.1270,6.2536,-0.0122,2.0657,-0.0318,1.9830
1660.00,"","","",109.0839,16.1661,130.1011,6.8221,-0.0080,2.0657,-0.0280,1.9830
1662.00,"","","",109.0489,16.1661,130.0856,7.0805,-0.0040,2.0657,-0.0235,1.9830
1664.00,"","","",109.0138,16.1161,130.0701,7.1839,0.0000,2.0637,-0.0190,1.9830
1666.00,"","","",108.9788,16.1161,130.0391,7.2356,0.0040,2.0637,-0.0151,1.9830
1668.00,"","","",108.9488,16.0660,130.0288,7.2873,0.0078,2.0617,-0.0124,1.9830
1670.00,"","","",108.9187,16.0160,130.0184,7.3906,0.0118,2.0617,-0.0086,1.9796
1672.00,"","","",108.9488,15.8658,129.9926,7.5457,0.0184,2.0677,-0.0037,1.9796
1674.00,"","","",109.1039,15.3653,129.9461,7.7007,0.0230,2.0736,-0.0002,1.9761
1676.00,"","","",109.1940,14.6646,129.9099,7.8558,0.0272,2.0776,0.0039,1.9761
1678.00,"","","",109.2440,13.8138,129.8841,8.0625,0.0316,2.0836,0.0081,1.9726
1680.00,"","","",109.2741,12.9129,129.8531,8.2176,0.0360,2.0896,0.0119,1.9726
1682.00,"H2O2","Both","",109.2691,12.0120,129.8324,8.4243,0.0400,2.0936,0.0154,1.9692
1684.00,"","","",109.2440,11.2112,129.8737,8.4243,0.0440,2.0976,0.0251,1.9796
1686.00,"","","",109.2190,10.4104,129.9823,8.2692,0.0483,2.1016,0.0303,1.9900
1688.00,"","","",109.1840,9.6596,130.0443,7.9075,0.0527,2.1056,0.0348,2.0004
1690.00,"","","",109.1439,9.0590,130.0701,7.5457,0.0567,2.1096,0.0386,2.0108
1692.00,"","","",109.1139,8.4584,130.0856,7.1322,0.0609,2.1136,0.0421,2.0177
1694.00,"","","",109.0839,7.9079,130.0805,6.7188,0.0655,2.1176,0.0469,2.0281
1696.00,"","","",109.0639,7.4074,130.0443,6.3570,0.0695,2.1216,0.0511,2.0385
1698.00,"","","",109.0288,6.9569,130.0184,6.0469,0.0737,2.1236,0.0545,2.0454
1700.00,"","","",108.9938,6.6066,129.9926,5.7885,0.0779,2.1256,0.0587,2.0524
1702.00,"","","",108.9588,6.2562,129.9771,5.5817,0.0815,2.1256,0.0622,2.0593
1704.00,"","","",108.9237,6.0060,129.9874,5.3233,0.0859,2.1276,0.0667,2.0662
1706.00,"","","",108.8987,5.7557,129.9771,5.0649,0.0901,2.1276,0.0701,2.0732
1708.00,"","","",108.8637,5.5555,129.9823,4.8065,0.0945,2.1276,0.0750,2.0801
1710.00,"","","",108.8286,5.4554,129.9771,4.4964,0.0989,2.1276,0.0788,2.0870
1712.00,"","","",108.8036,5.4054,129.9409,4.2897,0.1029,2.1296,0.0823,2.0940
1714.00,"","","",108.7686,5.4054,129.9099,4.1346,0.1075,2.1296,0.0864,2.0974
1716.00,"","","",108.7335,5.4554,129.8892,4.0313,0.1115,2.1296,0.0896,2.0974
1718.00,"","","",108.6935,5.6056,129.8686,3.8762,0.1165,2.1316,0.0937,2.1009
1720.00,"","","",108.6635,5.7557,129.8479,3.7728,0.1205,2.1336,0.0986,2.1044
1722.00,"","","",108.6434,5.9059,129.8375,3.6695,0.1245,2.1356,0.1027,2.1078
1724.00,"","","",108.6184,6.1561,129.8117,3.5661,0.1289,2.1376,0.1059,2.1078
1726.00,"","","",108.5934,6.4064,129.7859,3.5144,0.1330,2.1376,0.1100,2.1078
1728.00,"","","",108.5584,6.7567,129.7549,3.5144,0.1372,2.1376,0.1149,2.1113
1730.00,"","","",108.5183,7.1571,129.7290,3.5144,0.1418,2.1396,0.1183,2.1078
1732.00,"","","",108.4833,7.6076,129.6928,3.6695,0.1462,2.1396,0.1232,2.1078
1734.00,"","","",108.4633,8.1081,129.6670,3.8762,0.1512,2.1396,0.1277,2.1078
