"Time [s]","Event Name","Chamber","Event Text","O2 Concentration  (A) [nmol/ml]","O2 Slope uncorr.  (A) [pmol/(s*ml)]","O2 Concentration  (B) [nmol/ml]","O2 Slope uncorr.  (B) [pmol/(s*ml)]","TMRM  (A) [µM]","TMRM  (B) [µM]","mtMPrel (A)  [au]","mtMPrel  (B)  [au]"
1904.00,"","","",97.2457,214.0283,107.1542,194.2176,1.7043,1.4587,0.8372,0.7233
1906.00,"","","",96.7119,213.6292,106.8018,194.1154,1.7053,1.6146,0.8377,0.8011
1908.00,"","","",96.1281,213.5294,106.5618,193.7579,1.7055,1.6672,0.8378,0.8274
1910.00,"","","",95.5095,213.8287,106.1941,193.4515,1.7058,1.6736,0.8380,0.8306
1912.00,"","","",94.8809,214.5771,105.7395,193.2472,1.7058,1.6750,0.8380,0.8313
1914.00,"","","",94.2622,215.6747,105.2442,193.2472,1.7058,1.6758,0.8379,0.8317
1916.00,"","","",93.6386,217.1215,104.7284,193.4515,1.7054,1.6761,0.8377,0.8318
1918.00,"","","",93.0100,218.8676,104.2023,193.9111,1.7055,1.6758,0.8378,0.8317
1920.00,"","","",92.3864,220.8632,103.6508,194.6772,1.7054,1.6756,0.8377,0.8316
1922.00,"","","",91.7578,223.1083,103.1095,195.6986,1.7050,1.6756,0.8375,0.8316
1924.00,"","","",91.1391,225.5529,102.5630,196.8732,1.7045,1.6755,0.8373,0.8315
1926.00,"","","",90.5155,228.1971,101.9961,198.3031,1.7043,1.6750,0.8372,0.8313
1928.00,"","","",89.8919,230.9909,101.4293,199.9884,1.7043,1.6748,0.8372,0.8312
1930.00,"","","",89.2583,233.9344,100.8522,201.9291,1.7038,1.6745,0.8370,0.8310
1932.00,"","","",88.6347,237.0775,100.2802,204.0740,1.7039,1.6740,0.8370,0.8308
1934.00,"","","",88.0160,240.3702,99.7133,206.3721,1.7036,1.6738,0.8368,0.8307
1936.00,"","","",87.3824,243.8625,99.1618,208.8745,1.7033,1.6734,0.8367,0.8305
1938.00,"","","",86.7488,247.5045,98.5796,211.5301,1.7028,1.6731,0.8364,0.8304
1940.00,"","","",86.1152,251.3460,98.0025,214.3390,1.7024,1.6726,0.8363,0.8301
1942.00,"","","",85.4816,255.2375,97.4458,217.2499,1.7021,1.6720,0.8361,0.8298
1944.00,"","","",84.8580,259.0790,96.8994,220.2630,1.7016,1.6718,0.8359,0.8297
1946.00,"","","",84.2493,262.8706,96.3427,223.4293,1.7013,1.6713,0.8357,0.8294
1948.00,"","","",83.6407,266.6124,95.7810,226.6467,1.7010,1.6708,0.8355,0.8292
1950.00,"","","",83.0120,270.3043,95.2243,229.8641,1.7007,1.6703,0.8354,0.8290
1952.00,"","","",82.3834,273.9462,94.6625,233.1836,1.7004,1.6700,0.8353,0.8288
1954.00,"","","",81.7648,277.5383,94.0957,236.5542,1.7002,1.6696,0.8351,0.8286
1956.00,"","","",81.1362,281.0805,93.5288,239.9248,1.6998,1.6693,0.8349,0.8285
1958.00,"","","",80.5076,284.5229,92.9568,243.2954,1.6993,1.6691,0.8347,0.8284
1960.00,"","","",79.8740,287.8656,92.4002,246.6660,1.6991,1.6686,0.8346,0.8281
1962.00,"","","",79.2503,291.1084,91.8282,249.9855,1.6987,1.6682,0.8344,0.8279
1964.00,"","","",78.6217,294.2515,91.2613,253.2029,1.6982,1.6679,0.8342,0.8277
1966.00,"","","",77.9881,297.2449,90.6995,256.4203,1.6981,1.6675,0.8341,0.8275
1968.00,"","","",77.3545,300.0886,90.1480,259.4845,1.6978,1.6671,0.8340,0.8273
1970.00,"","","",76.7309,302.7328,89.5811,262.4465,1.6978,1.6666,0.8339,0.8271
1972.00,"","","",76.1222,305.1774,89.0245,265.2042,1.6975,1.6664,0.8338,0.8270
1974.00,"","","",75.4986,307.3726,88.4525,267.9109,1.6972,1.6660,0.8336,0.8268
1976.00,"","","",74.8700,309.3183,87.8907,270.4133,1.6969,1.6657,0.8335,0.8267
1978.00,"","","",74.2464,310.9148,87.3392,272.6604,1.6965,1.6654,0.8333,0.8265
1980.00,"","","",73.6227,311.9126,86.7723,274.7543,1.6963,1.6651,0.8332,0.8264
1982.00,"","","",72.9941,312.4115,86.2003,276.6438,1.6961,1.6648,0.8331,0.8262
1984.00,"","","",72.3755,312.6609,85.6539,278.3291,1.6959,1.6644,0.8330,0.8260
1986.00,"","","",71.7618,312.7108,85.1023,279.6059,1.6956,1.6641,0.8329,0.8259
1988.00,"","","",71.1382,312.7108,84.5406,280.4230,1.6952,1.6638,0.8327,0.8257
1990.00,"","","",70.5246,312.6609,83.9584,280.8826,1.6951,1.6638,0.8326,0.8257
1992.00,"","","",69.9009,312.6110,83.3864,281.1890,1.6947,1.6634,0.8324,0.8255
1994.00,"","","",69.2773,312.5611,82.8246,281.3933,1.6945,1.6632,0.8323,0.8254
1996.00,"","","",68.6537,312.4613,82.2680,281.4954,1.6944,1.6627,0.8323,0.8252
1998.00,"","","",68.0351,312.4115,81.6960,281.5465,1.6943,1.6624,0.8322,0.8250
2000.00,"","","",67.4064,312.3616,81.1393,281.5976,1.6941,1.6623,0.8321,0.8249
2002.00,"","","",66.7878,312.3117,80.5827,281.5465,1.6938,1.6620,0.8319,0.8248
2004.00,"","","",66.1542,312.2618,80.0260,281.4954,1.6918,1.6617,0.8309,0.8247
2006.00,"F 375","Both","",65.5306,312.1620,79.4591,281.3933,1.7373,1.6615,0.8537,0.8245
2008.00,"","","",65.1015,311.7629,78.8974,281.3422,1.8009,1.6612,0.8854,0.8244
2010.00,"","","",64.7224,310.9148,78.3305,281.3422,1.8056,1.6610,0.8877,0.8243
2012.00,"","","",64.2035,309.9668,77.7789,281.2912,1.8060,1.6603,0.8879,0.8239
2014.00,"","","",63.5899,308.9690,77.2325,281.2401,1.8056,1.7014,0.8878,0.8445
2016.00,"","","",62.9213,308.1708,76.8648,280.8315,1.8054,1.7558,0.8876,0.8717
2018.00,"","","",62.2328,307.5222,76.4869,280.1166,1.8051,1.7594,0.8875,0.8735
2020.00,"","","",61.5244,307.1231,75.9864,279.3505,1.8047,1.7595,0.8873,0.8735
2022.00,"","","",60.8210,306.8737,75.4195,278.6355,1.8045,1.7594,0.8872,0.8735
2024.00,"","","",60.1125,306.8737,74.8169,278.0227,1.8042,1.7589,0.8870,0.8732
2026.00,"","","",59.3991,306.9734,74.1990,277.5631,1.8038,1.7585,0.8868,0.8730
2028.00,"","","",58.6857,307.2229,73.5861,277.1545,1.8033,1.7582,0.8866,0.8729
2030.00,"","","",57.9772,307.6719,72.9631,276.9502,1.8031,1.7575,0.8865,0.8725
2032.00,"","","",57.2638,308.2706,72.3349,276.8481,1.8021,1.7572,0.8860,0.8723
2034.00,"","","",56.5454,308.9690,71.7017,276.8992,1.8025,1.7568,0.8862,0.8722
2036.00,"","","",55.8419,309.8671,71.0633,277.1035,1.8022,1.7565,0.8861,0.8720
2038.00,"","","",55.1285,310.8649,70.4300,277.4609,1.8018,1.7558,0.8859,0.8716
2040.00,"","","",54.4250,312.0123,69.8019,277.9206,1.8015,1.7556,0.8857,0.8715
2042.00,"","","",53.7116,313.2596,69.1584,278.5334,1.8014,1.7554,0.8857,0.8714
2044.00,"","","",52.9932,314.6565,68.5149,279.2994,1.8011,1.7551,0.8855,0.8713
2046.00,"","","",52.2798,316.1532,67.8817,280.1676,1.8008,1.7547,0.8854,0.8711
2048.00,"","","",51.5614,317.7497,67.2535,281.1380,1.8004,1.7543,0.8852,0.8709
2050.00,"","","",50.8479,319.4460,66.6151,282.1593,1.8002,1.7540,0.8851,0.8708
2052.00,"","","",50.1445,321.1921,65.9666,283.3339,1.7999,1.7537,0.8849,0.8706
2054.00,"","","",49.4360,322.9881,65.3333,284.5596,1.7997,1.7534,0.8848,0.8705
2056.00,"","","",48.7276,324.8341,64.7051,285.8874,1.7997,1.7529,0.8848,0.8702
2058.00,"","","",48.0142,326.7299,64.0719,287.2152,1.7996,1.7527,0.8848,0.8701
2060.00,"","","",47.3008,328.6756,63.4335,288.6452,1.7992,1.7523,0.8846,0.8699
2062.00,"","","",46.5873,330.6712,62.7951,290.1773,1.7991,1.7521,0.8845,0.8698
2064.00,"","","",45.8839,332.6668,62.1670,291.6583,1.7989,1.7521,0.8844,0.8698
2066.00,"","","",45.1804,334.6125,61.5286,293.1904,1.7988,1.7518,0.8843,0.8696
2068.00,"","","",44.4770,336.6081,60.8902,294.7735,1.7985,1.7514,0.8842,0.8695
2070.00,"","","",43.7685,338.5039,60.2570,296.4078,1.7982,1.7511,0.8840,0.8693
2072.00,"","","",43.0551,340.4497,59.6339,298.0420,1.7980,1.7510,0.8839,0.8692
2074.00,"","","",42.3467,342.3954,59.0058,299.7273,1.7978,1.7507,0.8838,0.8691
2076.00,"","","",41.6382,344.2413,58.3623,301.3615,1.7974,1.7504,0.8836,0.8690
2078.00,"","","",40.9298,346.0872,57.7239,303.0468,1.7971,1.7502,0.8835,0.8688
2080.00,"","","",40.2214,347.8833,57.0958,304.7321,1.7970,1.7500,0.8835,0.8687
2082.00,"","","",39.5279,349.5795,56.4625,306.3663,1.7970,1.7496,0.8834,0.8686
2084.00,"","","",38.8244,351.2259,55.8292,307.9495,1.7969,1.7493,0.8834,0.8684
2086.00,"","","",38.1210,352.7725,55.1909,309.5326,1.7968,1.7490,0.8833,0.8683
2088.00,"","","",37.4175,353.9200,54.5576,311.0647,1.7967,1.7489,0.8833,0.8682
2090.00,"","","",36.7091,354.4688,53.9295,312.5968,1.7966,1.7487,0.8833,0.8681
2092.00,"","","",36.0106,354.6184,53.2962,314.0268,1.7967,1.7485,0.8833,0.8680
2094.00,"","","",35.3172,354.6184,52.6731,315.3546,1.7967,1.7482,0.8833,0.8679
2096.00,"","","",34.6187,354.5187,52.0450,316.2227,1.7965,1.7482,0.8832,0.8679
2098.00,"","","",33.9153,354.3690,51.4168,316.6824,1.7963,1.7479,0.8831,0.8677
2100.00,"F 500","Both","",33.2118,354.2193,50.7836,316.8356,1.7950,1.7477,0.8824,0.8676
2102.00,"","","",32.5183,354.0696,50.1656,316.8866,1.8094,1.7475,0.8896,0.8675
2104.00,"","","",32.0544,353.4211,49.5426,316.8866,1.8312,1.7474,0.9005,0.8675
2106.00,"","","",31.6652,352.2736,48.9042,316.8356,1.8317,1.7473,0.9008,0.8674
2108.00,"","","",31.1513,350.7769,48.2761,316.7845,1.8319,1.7469,0.9008,0.8672
2110.00,"","","",30.5477,349.1804,47.6479,316.6824,1.8315,1.7501,0.9007,0.8688
2112.00,"","","",29.8941,347.6338,47.1985,316.2227,1.8317,1.7734,0.9008,0.8804
2114.00,"","","",29.2106,346.0872,46.8716,315.2524,1.8314,1.7749,0.9006,0.8812
2116.00,"","","",28.5221,344.6404,46.4120,313.9757,1.8311,1.7747,0.9005,0.8811
2118.00,"","","",27.8287,343.2435,45.8656,312.6479,1.8308,1.7741,0.9003,0.8808
2120.00,"","","",27.1352,341.8965,45.2885,311.2690,1.8307,1.7738,0.9003,0.8807
2122.00,"","","",26.4268,340.6492,44.6859,309.8901,1.8303,1.7737,0.9001,0.8806
2124.00,"","","",25.7283,339.5017,44.0832,308.6134,1.8300,1.7735,0.8999,0.8805
2126.00,"","","",25.0298,338.5039,43.4653,307.3366,1.8300,1.7732,0.8999,0.8803
2128.00,"","","",24.3314,337.5560,42.8423,306.1620,1.8297,1.7728,0.8998,0.8801
2130.00,"","","",23.6379,336.7079,42.2192,305.0385,1.8296,1.7726,0.8997,0.8800
2132.00,"","","",22.9444,335.9097,41.5911,304.0171,1.8291,1.7723,0.8995,0.8799
2134.00,"","","",22.2410,335.2611,40.9680,303.0979,1.8290,1.7720,0.8994,0.8797
2136.00,"","","",21.5425,334.6624,40.3552,302.2297,1.8288,1.7718,0.8993,0.8797
2138.00,"","","",20.8441,334.1635,39.7372,301.3615,1.8288,1.7715,0.8993,0.8795
2140.00,"","","",20.1506,333.7644,39.1193,300.6465,1.8285,1.7713,0.8992,0.8794
2142.00,"","","",19.4621,333.4152,38.5013,299.9826,1.8282,1.7712,0.8990,0.8793
2144.00,"","","",18.7636,333.2156,37.8783,299.3698,1.8280,1.7709,0.8989,0.8792
2146.00,"","","",18.0702,333.0659,37.2604,298.8080,1.8276,1.7707,0.8987,0.8791
2148.00,"","","",17.3717,332.9662,36.6424,298.3995,1.8278,1.7702,0.8988,0.8789
2150.00,"","","",16.6782,333.0160,36.0296,297.9909,1.8276,1.7700,0.8987,0.8787
2152.00,"","","",15.9947,333.1158,35.4116,297.6845,1.8273,1.7698,0.8986,0.8787
2154.00,"","","",15.3063,333.2655,34.7988,297.4291,1.8271,1.7696,0.8985,0.8785
2156.00,"","","",14.6128,333.5648,34.1809,297.2249,1.8270,1.7693,0.8984,0.8784
2158.00,"","","",13.9243,333.9141,33.5680,297.1227,1.8270,1.7692,0.8984,0.8783
2160.00,"","","",13.2358,334.4130,32.9552,297.1227,1.8270,1.7690,0.8984,0.8782
2162.00,"","","",12.5523,334.9119,32.3424,297.1738,1.8267,1.7688,0.8982,0.8781
2164.00,"","","",11.8688,335.4607,31.7295,297.2759,1.8269,1.7684,0.8984,0.8780
2166.00,"","","",11.1853,336.1092,31.1167,297.4802,1.8305,1.7683,0.9002,0.8779
2168.00,"","","",10.4969,336.8576,30.5039,297.7866,1.8297,1.7681,0.8998,0.8778
2170.00,"","","",9.8084,337.7057,29.8961,298.1441,1.8292,1.7679,0.8995,0.8777
2172.00,"","","",9.1299,338.6037,29.2935,298.5527,1.8285,1.7676,0.8992,0.8775
2174.00,"","","",8.4464,339.5516,28.6807,299.0634,1.8284,1.7671,0.8991,0.8773
2176.00,"","","",7.7729,340.5993,28.0678,299.6251,1.8283,1.7670,0.8991,0.8773
2178.00,"","","",7.1093,341.6470,27.4652,300.2380,1.8264,1.7666,0.8981,0.8770
2180.00,"","","",6.4308,342.7945,26.8626,300.9529,1.8250,1.7667,0.8974,0.8771
2182.00,"","","",5.7673,343.9420,26.2651,301.6679,1.8252,1.7663,0.8975,0.8769
2184.00,"","","",5.1038,344.7402,25.6573,302.4850,1.8182,1.7662,0.8940,0.8768
2186.00,"","","",4.8842,344.1415,25.0547,303.3532,1.8303,1.7659,0.9001,0.8767
2188.00,"AA","Both","",5.2385,341.3477,24.4623,304.3235,1.8379,1.7658,0.9038,0.8766
2190.00,"","","",5.5228,336.7578,23.8699,305.3449,1.8398,1.7644,0.9048,0.8759
2192.00,"","","",5.6825,330.8209,23.3848,305.8556,1.8402,1.7544,0.9050,0.8709
2194.00,"","","",5.7673,323.7864,23.6810,304.2214,1.8402,1.7708,0.9050,0.8791
2196.00,"","","",5.8072,315.7541,24.0282,300.6976,1.8397,1.7746,0.9047,0.8810
2198.00,"","","",5.8321,306.9236,24.2019,295.7949,1.8396,1.7750,0.9047,0.8812
2200.00,"","","",5.8421,297.2948,24.2836,289.8198,1.8390,1.7746,0.9044,0.8810
2202.00,"","","",5.8421,287.0673,24.3244,282.9254,1.8386,1.7743,0.9042,0.8809
2204.00,"","","",5.8421,276.2412,24.3551,275.2650,1.8382,1.7739,0.9040,0.8807
2206.00,"","","",5.8421,264.8662,24.3755,266.8895,1.8379,1.7737,0.9039,0.8806
2208.00,"","","",5.8371,253.0922,24.3959,257.8502,1.8377,1.7734,0.9037,0.8804
2210.00,"","","",5.8321,240.9190,24.4164,248.3002,1.8375,1.7730,0.9037,0.8802
2212.00,"","","",5.8272,228.3966,24.4317,238.2395,1.8372,1.7724,0.9035,0.8800
2214.00,"","","",5.8172,215.6248,24.4470,227.7192,1.8370,1.7724,0.9034,0.8799
2216.00,"","","",5.8122,202.7032,24.4572,216.7903,1.8365,1.7722,0.9032,0.8798
2218.00,"","","",5.8022,189.6321,24.4623,205.6061,1.8363,1.7718,0.9031,0.8796
2220.00,"","","",5.8022,176.5110,24.4725,194.1154,1.8354,1.7713,0.9026,0.8794
2222.00,"","","",5.7972,163.3899,24.4879,182.4205,1.8354,1.7711,0.9026,0.8793
2224.00,"","","",5.7922,150.3187,24.5032,170.6234,1.8353,1.7708,0.9025,0.8791
2226.00,"","","",5.7872,137.3473,24.5134,158.6731,1.8348,1.7706,0.9023,0.8790
2228.00,"","","",5.7773,124.6253,24.5236,146.7739,1.8345,1.7702,0.9021,0.8789
2230.00,"","","",5.7773,112.1528,24.5287,134.8237,1.8339,1.7700,0.9018,0.8787
2232.00,"","","",5.7673,99.9796,24.5338,123.0266,1.8337,1.7698,0.9018,0.8786
2234.00,"","","",5.7673,88.1557,24.5389,111.3827,1.8334,1.7694,0.9016,0.8784
2236.00,"","","",5.7623,76.7808,24.5491,99.8921,1.8333,1.7691,0.9016,0.8783
2238.00,"","","",5.7573,65.9047,24.5594,88.7078,1.8329,1.7687,0.9014,0.8781
2240.00,"","","",5.7523,55.6274,24.5696,77.8300,1.8326,1.7685,0.9012,0.8780
2242.00,"","","",5.7473,45.9487,24.5747,67.3608,1.8323,1.7680,0.9011,0.8777
2244.00,"","","",5.7473,36.9186,24.5747,57.3001,1.8319,1.7678,0.9009,0.8776
2246.00,"","","",5.7423,28.6868,24.5798,47.7500,1.8317,1.7676,0.9008,0.8776
2248.00,"","","",5.7374,21.2532,24.5849,38.7618,1.8314,1.7673,0.9006,0.8774
2250.00,"","","",5.7374,14.7176,24.5900,30.3353,1.8315,1.7670,0.9007,0.8773
2252.00,"","","",5.7274,9.0800,24.5951,22.6238,1.8312,1.7670,0.9005,0.8772
2254.00,"","","",5.7274,4.4901,24.6002,15.5762,1.8310,1.7665,0.9004,0.8770
2256.00,"","","",5.7224,0.8980,24.6053,9.3457,1.8306,1.7663,0.9002,0.8769
2258.00,"","","",5.7174,-1.5466,24.6104,3.9834,1.8300,1.7661,0.8999,0.8768
2260.00,"","","",5.7124,-2.8437,24.6104,-0.5618,1.8299,1.7659,0.8999,0.8767
2262.00,"","","",5.7124,-2.9435,24.6104,-4.1366,1.8292,1.7657,0.8995,0.8766
2264.00,"","","",5.7074,-1.7462,24.6104,-6.6901,1.8291,1.7652,0.8995,0.8763
2266.00,"","","",5.7024,-0.0499,24.6104,-8.1711,1.8292,1.7651,0.8995,0.8763
2268.00,"","","",5.6974,1.0477,24.6053,-8.5797,1.8288,1.7648,0.8993,0.8762
2270.00,"","","",5.6925,1.6464,24.6053,-7.8136,1.8287,1.7646,0.8993,0.8760
2272.00,"","","",5.6925,1.9457,24.6002,-6.0262,1.8282,1.7642,0.8990,0.8758
2274.00,"","","",5.6875,2.0954,24.6002,-4.6984,1.8282,1.7640,0.8990,0.8757
2276.00,"","","",5.6825,2.1952,24.6002,-3.9834,1.8279,1.7637,0.8989,0.8756
2278.00,"","","",5.6775,2.1952,24.6002,-3.5238,1.8274,1.7635,0.8986,0.8755
2280.00,"","","",5.6775,2.1952,24.5951,-3.1663,1.8274,1.7634,0.8986,0.8754
2282.00,"","","",5.6725,2.1952,24.5951,-2.8599,1.8272,1.7631,0.8985,0.8753
2284.00,"","","",5.6675,2.1952,24.5951,-2.6045,1.8265,1.7628,0.8982,0.8752
2286.00,"","","",5.6625,2.1453,24.6002,-2.4003,1.8264,1.7625,0.8981,0.8750
2288.00,"","","",5.6575,2.0954,24.6002,-2.1449,1.8259,1.7622,0.8979,0.8749
2290.00,"","","",5.6525,2.0954,24.5951,-1.9406,1.8261,1.7621,0.8979,0.8748
2292.00,"","","",5.6476,2.0954,24.5900,-1.7364,1.8261,1.7617,0.8979,0.8746
2294.00,"","","",5.6426,2.0455,24.5849,-1.5321,1.8256,1.7614,0.8977,0.8744
2296.00,"","","",5.6376,2.0455,24.5849,-1.3789,1.8254,1.7613,0.8976,0.8744
2298.00,"","","",5.6376,2.0455,24.5798,-1.1746,1.8247,1.7610,0.8973,0.8743
2300.00,"","","",5.6276,2.0455,24.5747,-0.9703,1.8247,1.7608,0.8972,0.8741
2302.00,"","","",5.6276,2.0455,24.5696,-0.7660,1.8244,1.7605,0.8971,0.8740
2304.00,"","","",5.6226,2.0455,24.5696,-0.5618,1.8247,1.7602,0.8973,0.8738
2306.00,"","","",5.6176,2.0455,24.5645,-0.4086,1.8250,1.7600,0.8974,0.8737
