"Time [s]","Event Name","Chamber","Event Text","O2 Concentration  (A) [nmol/ml]","O2 Slope uncorr.  (A) [pmol/(s*ml)]","O2 Concentration  (B) [nmol/ml]","O2 Slope uncorr.  (B) [pmol/(s*ml)]","TMRM  (A) [µM]","TMRM  (B) [µM]","mtMPrel (A)  [au]","mtMPrel  (B)  [au]"
1010.00,"","","",178.4989,-1.3294,180.3544,0.1017,0.4673,0.4836,0.2129,0.2284
1012.00,"","","",178.4940,-1.5263,180.3391,-0.3050,0.4659,0.4815,0.2122,0.2273
1014.00,"T 1.0","Both","",178.4891,-1.7232,180.3645,-0.6100,0.4644,0.4793,0.2115,0.2262
1016.00,"","","",178.4841,-1.9202,180.3747,-0.9150,0.6976,0.4773,0.3277,0.2253
1018.00,"","","",178.5038,-2.1171,180.3950,-1.2709,0.9791,0.4753,0.4681,0.2243
1020.00,"","","",178.6023,-2.4618,180.4001,-1.6267,0.9836,0.4737,0.4703,0.2235
1022.00,"","","",178.6811,-2.9541,180.3645,-1.8809,0.9789,0.4723,0.4680,0.2228
1024.00,"","","",178.7156,-3.4465,180.2984,-1.9825,0.9742,0.4707,0.4656,0.2220
1026.00,"","","",178.7254,-3.8896,180.2730,-1.9317,0.9702,0.7327,0.4636,0.3520
1028.00,"","","",178.7352,-4.2835,180.3239,-1.9825,0.9662,0.9927,0.4616,0.4812
1030.00,"","","",178.7352,-4.6282,180.4306,-2.2367,0.9631,0.9952,0.4601,0.4824
1032.00,"","","",178.7352,-4.9236,180.4865,-2.5417,0.9601,0.9901,0.4586,0.4799
1034.00,"","","",178.7352,-5.1697,180.5120,-2.8975,0.9572,0.9857,0.4572,0.4777
1036.00,"","","",178.7156,-5.3667,180.5526,-3.2534,0.9545,0.9815,0.4558,0.4756
1038.00,"","","",178.7057,-5.5144,180.5882,-3.6601,0.9518,0.9774,0.4544,0.4735
1040.00,"","","",178.7205,-5.6621,180.6085,-4.0667,0.9494,0.9740,0.4532,0.4719
1042.00,"","","",178.7205,-5.7606,180.6136,-4.5242,0.9471,0.9707,0.4521,0.4702
1044.00,"T 1.5","Both","",178.7057,-5.7606,180.6085,-4.9309,0.9450,0.9678,0.4511,0.4688
1046.00,"","","",178.7205,-5.8098,180.6035,-5.2867,0.9431,0.9651,0.4501,0.4675
1048.00,"","","",178.7156,-5.7113,180.5831,-5.4901,1.1164,0.9626,0.5365,0.4662
1050.00,"","","",178.7205,-5.6129,180.5628,-5.6426,1.4970,0.9602,0.7263,0.4650
1052.00,"","","",178.8091,-5.6621,180.5221,-5.6426,1.5105,0.9577,0.7330,0.4638
1054.00,"","","",178.8731,-5.7606,180.5170,-5.5918,1.5053,0.9559,0.7304,0.4629
1056.00,"","","",178.9076,-5.8098,180.5069,-5.4393,1.5003,0.9831,0.7279,0.4764
1058.00,"","","",178.9519,-5.9575,180.5323,-5.3376,1.4956,1.4146,0.7256,0.6906
1060.00,"","","",178.9568,-6.0560,180.5984,-5.3376,1.4915,1.5069,0.7235,0.7365
1062.00,"","","",178.9371,-6.1052,180.6746,-5.4901,1.4877,1.5036,0.7216,0.7348
1064.00,"","","",178.9371,-6.0067,180.7356,-5.6426,1.4843,1.4981,0.7199,0.7321
1066.00,"","","",178.9322,-5.8590,180.7712,-5.8459,1.4812,1.4938,0.7184,0.7299
1068.00,"","","",178.9470,-5.8590,180.7865,-6.1001,1.4783,1.4896,0.7169,0.7279
1070.00,"","","",178.9470,-5.9575,180.7763,-6.2526,1.4754,1.4854,0.7155,0.7258
1072.00,"","","",178.9371,-6.1052,180.7865,-6.2526,1.4728,1.4820,0.7142,0.7241
1074.00,"T 2.0","Both","",178.9174,-6.2037,180.7966,-6.2018,1.4764,1.4780,0.7160,0.7221
1076.00,"","","",178.8731,-6.1545,180.8322,-6.3543,1.9132,1.4753,0.9338,0.7208
1078.00,"","","",178.9519,-6.2529,180.8627,-6.6593,2.0550,1.4724,1.0044,0.7193
1080.00,"","","",179.0897,-6.5483,180.8729,-6.9134,2.0515,1.4699,1.0027,0.7181
1082.00,"","","",179.1291,-6.8930,180.9034,-7.2184,2.0461,1.4674,1.0000,0.7169
1084.00,"","","",179.1439,-7.2376,180.9390,-7.5743,2.0412,1.6037,0.9976,0.7845
1086.00,"","","",179.1587,-7.4838,180.9085,-7.7776,2.0368,2.0189,0.9954,0.9906
1088.00,"","","",179.1685,-7.6808,180.9847,-8.0826,2.0332,2.0435,0.9936,1.0029
1090.00,"","","",179.1734,-7.7300,181.0660,-8.4893,2.0293,2.0377,0.9916,1.0000
1092.00,"","","",179.1784,-7.7300,181.0864,-8.7943,2.0261,2.0324,0.9900,0.9974
1094.00,"","","",179.1685,-7.6315,181.1220,-9.1501,2.0233,2.0277,0.9886,0.9950
1096.00,"","","",179.1488,-7.4346,181.1423,-9.5060,2.0205,2.0235,0.9872,0.9929
1098.00,"","","",179.1439,-7.1884,181.1169,-9.8110,2.0179,2.0196,0.9860,0.9910
1100.00,"","","",179.1439,-7.0899,181.0813,-9.9635,2.0153,2.0164,0.9846,0.9894
1102.00,"","","",179.1488,-7.0899,181.1220,-10.0652,2.0132,2.0132,0.9836,0.9879
1104.00,"","","",179.1538,-7.1392,181.1321,-9.9635,2.0109,2.0103,0.9824,0.9864
1106.00,"","","",179.1439,-7.1392,181.0864,-9.6585,2.0083,2.0071,0.9812,0.9848
1108.00,"","","",179.1390,-7.0899,181.0762,-9.3535,2.0063,2.0044,0.9801,0.9834
1110.00,"","","",179.1341,-7.0407,181.1118,-9.3026,2.0040,2.0021,0.9790,0.9823
1112.00,"","","",179.1193,-6.8930,181.1321,-9.2518,2.0020,1.9997,0.9780,0.9811
1114.00,"","","",179.1094,-6.6960,181.1067,-9.2010,2.0005,1.9974,0.9773,0.9800
1116.00,"","","",179.0996,-6.4006,181.0762,-9.0993,1.9990,1.9956,0.9765,0.9791
1118.00,"","","",179.1045,-6.0560,181.0610,-8.9976,1.9969,1.9932,0.9755,0.9779
1120.00,"","","",179.1094,-5.7113,181.0305,-8.7943,1.9950,1.9910,0.9745,0.9768
1122.00,"","","",179.0848,-5.3174,181.0254,-8.5910,1.9940,1.9890,0.9740,0.9758
1124.00,"","","",179.0700,-4.7759,181.0610,-8.3876,1.9921,1.9871,0.9731,0.9749
1126.00,"","","",179.0700,-4.2835,181.0610,-8.1843,1.9906,1.9850,0.9723,0.9738
1128.00,"","","",179.0602,-3.6927,181.0457,-7.8285,1.9889,1.9834,0.9715,0.9730
1130.00,"","","",179.0307,-3.0526,181.0152,-7.3201,1.9877,1.9815,0.9709,0.9721
1132.00,"","","",179.0110,-2.5110,181.0254,-6.7101,1.9863,1.9799,0.9702,0.9713
1134.00,"","","",179.0110,-2.0679,181.0559,-6.1001,1.9850,1.9783,0.9695,0.9705
1136.00,"","","",179.0208,-1.7232,181.0305,-5.3884,1.9838,1.9768,0.9689,0.9698
1138.00,"","","",179.0011,-1.3786,180.9898,-4.6259,1.9827,1.9752,0.9684,0.9690
1140.00,"","","",179.0060,-1.0339,180.9898,-3.9142,1.9814,1.9737,0.9677,0.9682
1142.00,"","","",179.0257,-0.7385,180.9695,-3.2534,1.9804,1.9721,0.9672,0.9674
1144.00,"Glu","Both","",179.0356,-0.3939,180.9593,-2.6942,1.9790,1.9703,0.9666,0.9666
1146.00,"","","",179.0011,0.0000,180.9491,-2.1859,1.9747,1.9687,0.9644,0.9658
1148.00,"","","",178.8879,0.5416,180.9542,-1.6775,1.9338,1.9677,0.9440,0.9652
1150.00,"","","",178.7746,1.3294,180.9186,-1.0675,1.8883,1.9661,0.9214,0.9645
1152.00,"","","",178.6712,2.3141,180.8830,-0.4067,1.8701,1.9650,0.9123,0.9639
1154.00,"","","",178.6023,3.4465,180.8983,0.2542,1.8653,1.9633,0.9099,0.9631
1156.00,"","","",178.5629,4.6774,180.9085,0.8133,1.8670,1.9619,0.9107,0.9624
1158.00,"","","",178.5383,5.7606,180.8627,1.3725,1.8717,1.9474,0.9130,0.9552
1160.00,"","","",178.5088,6.6468,180.7407,2.1859,1.8782,1.9079,0.9163,0.9355
1162.00,"","","",178.5038,7.3361,180.6594,3.0500,1.8860,1.8809,0.9202,0.9222
1164.00,"","","",178.4940,8.0254,180.6187,3.9142,1.8941,1.8706,0.9242,0.9170
1166.00,"","","",178.4645,8.6655,180.5475,4.9309,1.9008,1.8677,0.9276,0.9156
1168.00,"","","",178.4497,9.2071,180.5170,5.7951,1.9072,1.8693,0.9307,0.9164
1170.00,"","","",178.4251,9.7487,180.5272,6.4559,1.9125,1.8733,0.9334,0.9184
1172.00,"","","",178.4152,10.2410,180.5323,7.0151,1.9163,1.8792,0.9353,0.9213
1174.00,"","","",178.4004,10.6841,180.5323,7.4726,1.9187,1.8855,0.9365,0.9244
1176.00,"","","",178.3808,11.1765,180.5526,7.7776,1.9204,1.8913,0.9373,0.9273
1178.00,"","","",178.3611,11.5704,180.5475,8.0826,1.9221,1.8963,0.9382,0.9298
1180.00,"","","",178.3414,11.9643,180.5323,8.4893,1.9227,1.9002,0.9385,0.9317
1182.00,"","","",178.3315,12.3089,180.5374,8.6926,1.9230,1.9037,0.9386,0.9335
1184.00,"","","",178.3217,12.5551,180.5475,8.7943,1.9231,1.9060,0.9387,0.9346
1186.00,"","","",178.3069,12.7520,180.5425,8.9976,1.9227,1.9075,0.9385,0.9354
1188.00,"","","",178.2774,12.9982,180.5526,9.0993,1.9221,1.9090,0.9382,0.9361
1190.00,"","","",178.2478,13.1952,180.5272,9.1501,1.9213,1.9096,0.9378,0.9364
1192.00,"","","",178.2478,13.2936,180.5018,9.1501,1.9206,1.9099,0.9374,0.9365
1194.00,"","","",178.2429,13.3921,180.4764,9.2010,1.9198,1.9096,0.9370,0.9364
1196.00,"","","",178.2478,13.3921,180.4560,9.3026,1.9187,1.9093,0.9365,0.9362
1198.00,"","","",178.2330,13.3429,180.4510,9.3535,1.9178,1.9087,0.9360,0.9359
1200.00,"","","",178.2084,13.2444,180.4510,9.4043,1.9170,1.9077,0.9357,0.9354
1202.00,"","","",178.2035,13.1459,180.4510,9.4043,1.9162,1.9069,0.9352,0.9351
1204.00,"","","",178.1937,12.9982,180.4611,9.2518,1.9152,1.9060,0.9348,0.9346
1206.00,"","","",178.1937,12.7520,180.4255,9.1501,1.9146,1.9051,0.9344,0.9342
1208.00,"","","",178.1887,12.4566,180.3696,9.0993,1.9129,1.9044,0.9336,0.9338
1210.00,"Pyr","Both","",178.1740,12.1612,180.3544,9.0993,1.9121,1.9033,0.9332,0.9333
1212.00,"","","",178.1641,11.8166,180.3289,9.0485,1.9112,1.9025,0.9328,0.9329
1214.00,"","","",178.1740,11.4227,180.3137,8.8960,1.9092,1.9015,0.9317,0.9324
1216.00,"","","",178.1493,10.9303,180.2883,8.7435,1.8688,1.9004,0.9116,0.9318
1218.00,"","","",178.4300,9.8964,180.2679,8.6418,1.8244,1.8993,0.8895,0.9313
1220.00,"","","",178.7106,8.3208,180.2883,8.4893,1.7818,1.8979,0.8682,0.9306
1222.00,"","","",178.8436,6.4006,180.2832,8.2860,1.7407,1.8971,0.8478,0.9302
1224.00,"","","",178.9076,4.3327,180.2679,8.0318,1.7048,1.8964,0.8298,0.9299
1226.00,"","","",178.9223,2.2648,180.2120,7.8793,1.6739,1.8883,0.8145,0.9258
1228.00,"","","",178.9076,0.4924,180.2730,7.5234,1.6476,1.8486,0.8013,0.9061
1230.00,"","","",178.8928,-1.0832,180.6390,6.5068,1.6243,1.8147,0.7897,0.8893
1232.00,"","","",178.9026,-2.4125,180.8424,5.1342,1.6047,1.7787,0.7799,0.8714
1234.00,"","","",178.8879,-3.5942,180.9440,3.5584,1.5864,1.7451,0.7708,0.8547
1236.00,"","","",178.8485,-4.6282,181.0050,1.8809,1.5691,1.7155,0.7622,0.8400
1238.00,"","","",178.8042,-5.4652,181.0152,0.2542,1.5535,1.6898,0.7544,0.8273
1240.00,"","","",178.7845,-6.2037,180.9593,-1.0167,1.5401,1.6667,0.7477,0.8158
1242.00,"","","",178.7451,-6.8438,180.8881,-1.9825,1.5273,1.6455,0.7414,0.8053
1244.00,"","","",178.7008,-7.3361,180.8627,-2.7959,1.5149,1.6270,0.7352,0.7961
1246.00,"","","",178.7057,-7.7792,180.8475,-3.4059,1.5041,1.6101,0.7298,0.7877
1248.00,"","","",178.7205,-8.1731,180.8475,-3.9651,1.4937,1.5942,0.7246,0.7798
1250.00,"","","",178.7106,-8.5178,180.8729,-4.5242,1.4844,1.5796,0.7200,0.7726
1252.00,"","","",178.6712,-8.7147,180.8830,-5.0834,1.4755,1.5679,0.7155,0.7667
1254.00,"","","",178.6269,-8.7639,180.8220,-5.4901,1.4672,1.5574,0.7114,0.7615
1256.00,"","","",178.5974,-8.7147,180.7509,-5.8459,1.4594,1.5461,0.7075,0.7559
1258.00,"","","",178.5728,-8.5670,180.7407,-6.1001,1.4524,1.5369,0.7040,0.7514
1260.00,"","","",178.5629,-8.3701,180.7255,-6.2526,1.4459,1.5264,0.7008,0.7461
1262.00,"","","",178.5482,-8.0746,180.7356,-6.4559,1.4395,1.5165,0.6976,0.7412
1264.00,"","","",178.5137,-7.6808,180.7102,-6.6084,1.4338,1.5071,0.6948,0.7366
1266.00,"","","",178.4694,-7.1884,180.6797,-6.6593,1.4281,1.4978,0.6919,0.7319
1268.00,"","","",178.4251,-6.4991,180.7102,-6.8118,1.4232,1.4877,0.6895,0.7269
1270.00,"","","",178.4054,-5.7113,180.7407,-6.9643,1.4188,1.4808,0.6873,0.7235
1272.00,"","","",178.3955,-4.9236,180.7102,-6.9643,1.4143,1.4743,0.6850,0.7203
1274.00,"","","",178.3463,-3.9881,180.7560,-6.9643,1.4102,1.4681,0.6830,0.7172
1276.00,"","","",178.3069,-3.0034,180.8170,-7.0151,1.4061,1.4623,0.6809,0.7143
1278.00,"","","",178.2823,-1.9202,180.8424,-7.0659,1.4031,1.4570,0.6795,0.7117
1280.00,"","","",178.2527,-0.7385,180.8271,-7.0659,1.4003,1.4520,0.6780,0.7092
1282.00,"","","",178.2281,0.4924,180.8068,-7.0151,1.3968,1.4473,0.6763,0.7068
1284.00,"","","",178.2133,1.8217,180.7915,-6.9134,1.3936,1.4429,0.6747,0.7047
1286.00,"","","",178.1887,3.1511,180.7305,-6.5576,1.3919,1.4389,0.6739,0.7027
1288.00,"","","",178.1493,4.5297,180.7153,-6.0493,1.3890,1.4352,0.6724,0.7009
1290.00,"","","",178.1001,6.1052,180.7407,-5.5918,1.3864,1.4315,0.6711,0.6990
1292.00,"","","",178.0410,7.7300,180.7458,-4.9817,1.3844,1.4281,0.6701,0.6974
1294.00,"","","",177.9869,9.4532,180.7000,-4.2701,1.3820,1.4250,0.6689,0.6958
1296.00,"","","",177.9376,11.2750,180.6492,-3.3551,1.3799,1.4221,0.6679,0.6944
1298.00,"","","",177.9081,12.6043,180.6340,-2.3384,1.3783,1.4194,0.6671,0.6930
1300.00,"","","",177.8687,13.4413,180.6238,-1.3217,1.3763,1.4167,0.6661,0.6917
1302.00,"","","",177.8687,13.9337,180.6238,-0.2542,1.3748,1.4140,0.6654,0.6903
1304.00,"","","",177.8490,14.2291,180.6238,0.9150,1.3736,1.4117,0.6647,0.6892
1306.00,"","","",177.8145,14.4753,180.6035,2.1859,1.3717,1.4093,0.6638,0.6880
1308.00,"","","",177.7899,14.6722,180.5577,3.5076,1.3703,1.4073,0.6631,0.6870
1310.00,"","","",177.7505,14.8692,180.5069,4.2192,1.3689,1.4052,0.6624,0.6860
1312.00,"","","",177.7111,15.0169,180.4865,4.5751,1.3675,1.4035,0.6617,0.6851
1314.00,"","","",177.6915,15.1646,180.4713,4.7784,1.3663,1.4015,0.6611,0.6841
1316.00,"","","",177.6619,15.2631,180.4459,4.7784,1.3650,1.3997,0.6604,0.6832
1318.00,"","","",177.6471,15.3615,180.4154,4.8292,1.3634,1.3981,0.6596,0.6824
1320.00,"","","",177.6471,15.4600,180.3798,4.9817,1.3626,1.3967,0.6593,0.6817
1322.00,"","","",177.6127,15.5092,180.3696,5.2359,1.3617,1.3949,0.6588,0.6808
1324.00,"","","",177.5585,15.7062,180.3645,5.4901,1.3603,1.3937,0.6581,0.6802
1326.00,"","","",177.5339,15.7554,180.3544,5.7443,1.3592,1.3922,0.6576,0.6795
1328.00,"","","",177.5044,15.7554,180.3289,5.9984,1.3580,1.3909,0.6570,0.6788
1330.00,"","","",177.4699,15.7554,180.2781,6.2526,1.3573,1.3894,0.6566,0.6781
1332.00,"","","",177.4354,15.7554,180.2171,6.5068,1.3566,1.3880,0.6563,0.6774
1334.00,"","","",177.3960,15.8046,180.1714,6.9643,1.3561,1.3868,0.6560,0.6768
1336.00,"","","",177.3468,15.8539,180.1561,7.4726,1.3551,1.3857,0.6555,0.6763
1338.00,"","","",177.3074,15.9031,180.1561,7.9810,1.3545,1.3844,0.6552,0.6756
1340.00,"","","",177.2828,15.9523,180.1256,8.4893,1.3539,1.3831,0.6549,0.6750
1342.00,"Malate","Both","",177.2385,15.9523,180.1053,8.9976,1.3530,1.3818,0.6545,0.6744
1344.00,"","","",177.1942,15.9523,180.1002,9.4551,1.3536,1.3810,0.6548,0.6740
1346.00,"","","",177.1548,16.0508,180.0646,10.0143,1.3348,1.3798,0.6454,0.6734
1348.00,"","","",177.1843,16.0016,180.0239,10.5227,1.2768,1.3789,0.6165,0.6729
1350.00,"","","",177.1696,15.9523,179.9782,10.9802,1.2460,1.3779,0.6011,0.6724
1352.00,"","","",177.1548,15.8046,179.9477,11.4885,1.2319,1.3762,0.5941,0.6716
1354.00,"","","",177.1154,15.7062,179.9375,11.8952,1.2246,1.3326,0.5904,0.6499
1356.00,"","","",177.0514,15.6569,179.9477,12.0477,1.2208,1.2861,0.5886,0.6269
1358.00,"","","",177.0022,15.6569,179.9426,12.0477,1.2181,1.2644,0.5872,0.6161
1360.00,"","","",176.9628,15.6569,179.9528,12.0477,1.2165,1.2538,0.5864,0.6108
1362.00,"","","",176.9037,15.7062,179.9629,11.9460,1.2155,1.2482,0.5859,0.6080
1364.00,"","","",176.8544,15.7554,179.9172,11.8443,1.2155,1.2448,0.5859,0.6063
1366.00,"","","",176.8003,15.8046,179.8562,11.9460,1.2150,1.2426,0.5857,0.6052
1368.00,"","","",176.7314,15.9031,179.7647,12.1494,1.2151,1.2414,0.5857,0.6046
1370.00,"","","",176.6772,16.1001,179.6783,12.3527,1.2154,1.2403,0.5859,0.6041
1372.00,"","","",176.6378,16.3462,179.6325,12.5560,1.2156,1.2392,0.5860,0.6035
1374.00,"","","",176.5689,16.6909,179.5766,12.8610,1.2157,1.2386,0.5860,0.6032
1376.00,"","","",176.4704,17.1340,179.5512,13.1660,1.2160,1.2378,0.5862,0.6029
1378.00,"","","",176.4015,17.6756,179.5258,13.4202,1.2165,1.2373,0.5864,0.6026
1380.00,"","","",176.3572,18.2172,179.4953,13.7252,1.2173,1.2367,0.5868,0.6023
1382.00,"","","",176.3129,18.7095,179.4444,13.9285,1.2177,1.2362,0.5870,0.6021
1384.00,"","","",176.2685,19.1527,179.3885,14.1827,1.2182,1.2361,0.5873,0.6020
1386.00,"","","",176.2292,19.5958,179.3428,14.4369,1.2186,1.2358,0.5875,0.6019
1388.00,"","","",176.1848,19.9897,179.3021,14.7419,1.2192,1.2356,0.5878,0.6017
1390.00,"","","",176.1307,20.4328,179.2563,15.0977,1.2197,1.2354,0.5880,0.6017
1392.00,"","","",176.0765,20.9252,179.2004,15.4536,1.2200,1.2351,0.5882,0.6015
1394.00,"","","",176.0174,21.3683,179.1496,15.8602,1.2208,1.2353,0.5886,0.6016
1396.00,"","","",175.9682,21.8606,179.1343,16.1652,1.2216,1.2353,0.5889,0.6016
1398.00,"","","",175.9042,22.2545,179.0835,16.5211,1.2222,1.2351,0.5892,0.6015
1400.00,"","","",175.8205,22.6976,179.0225,16.9278,1.2226,1.2353,0.5895,0.6016
1402.00,"","","",175.7466,23.1408,178.9818,17.3344,1.2230,1.2353,0.5897,0.6016
1404.00,"","","",175.6777,23.6823,178.9056,17.7411,1.2234,1.2353,0.5899,0.6016
1406.00,"","","",175.6285,24.1255,178.8243,18.1478,1.2240,1.2351,0.5901,0.6015
1408.00,"","","",175.5645,24.6178,178.7887,18.5545,1.2248,1.2351,0.5905,0.6015
1410.00,"","","",175.4808,25.1102,178.7683,18.9611,1.2249,1.2351,0.5906,0.6015
1412.00,"","","",175.4266,25.6025,178.7023,19.4695,1.2254,1.2351,0.5908,0.6015
1414.00,"","","",175.3921,26.0457,178.6616,19.9778,1.2258,1.2352,0.5910,0.6016
1416.00,"","","",175.3429,26.4888,178.6463,20.3845,1.2259,1.2351,0.5911,0.6015
1418.00,"","","",175.2937,26.8827,178.5904,20.7912,1.2261,1.2349,0.5912,0.6014
1420.00,"","","",175.2198,27.2765,178.4735,21.2995,1.2266,1.2354,0.5915,0.6017
1422.00,"","","",175.1410,27.7197,178.3312,21.9603,1.2274,1.2356,0.5918,0.6018
1424.00,"","","",175.0770,28.1628,178.2041,22.6720,1.2281,1.2356,0.5922,0.6017
1426.00,"","","",175.0130,28.6059,178.1075,23.4854,1.2281,1.2356,0.5922,0.6018
1428.00,"","","",174.9490,28.9013,178.0312,24.3495,1.2281,1.2358,0.5922,0.6019
1430.00,"","","",174.8801,29.1475,177.9550,25.2137,1.2285,1.2358,0.5924,0.6019
1432.00,"","","",174.8112,29.3444,177.8737,26.0779,1.2281,1.2359,0.5922,0.6019
1434.00,"","","",174.7472,29.4922,177.8279,26.8912,1.2288,1.2363,0.5926,0.6021
1436.00,"","","",174.6979,29.6399,177.7923,27.5521,1.2293,1.2351,0.5928,0.6015
1438.00,"","","",174.6438,29.7383,177.7771,28.0096,1.2295,1.2350,0.5929,0.6015
1440.00,"","","",174.5650,29.8860,177.7517,28.3654,1.2295,1.2351,0.5929,0.6015
1442.00,"","","",174.4911,29.9845,177.7008,28.5179,1.2301,1.2352,0.5932,0.6016
