"Time [s]","Event Name","Chamber","Event Text","O2 Concentration  (A) [nmol/ml]","O2 Slope uncorr.  (A) [pmol/(s*ml)]","O2 Concentration  (B) [nmol/ml]","O2 Slope uncorr.  (B) [pmol/(s*ml)]","TMRM  (A) [µM]","TMRM  (B) [µM]","mtMPrel (A)  [au]","mtMPrel  (B)  [au]"
1942.00,"","","",66.5867,277.7492,93.6532,206.8657,1.7591,1.7343,0.8725,0.8661
1944.00,"","","",65.9790,279.5772,93.2002,207.9466,1.7590,1.7338,0.8724,0.8659
1946.00,"","","",65.3714,281.4545,92.7164,209.1304,1.7590,1.7335,0.8724,0.8657
1948.00,"","","",64.7686,283.3319,92.2377,210.3657,1.7590,1.7334,0.8724,0.8656
1950.00,"","","",64.1659,285.2092,91.7744,211.6525,1.7587,1.7331,0.8722,0.8655
1952.00,"","","",63.5632,287.0866,91.3215,212.8879,1.7585,1.7329,0.8721,0.8654
1954.00,"","","",62.9555,288.9145,90.8685,214.1747,1.7583,1.7326,0.8720,0.8652
1956.00,"","","",62.3577,290.7425,90.4001,215.4615,1.7579,1.7323,0.8718,0.8651
1958.00,"","","",61.7599,292.5210,89.9266,216.7997,1.7576,1.7319,0.8717,0.8649
1960.00,"","","",61.1572,294.2996,89.4891,218.1380,1.7572,1.7318,0.8715,0.8649
1962.00,"","","",60.5495,295.9793,89.0310,219.3733,1.7570,1.7320,0.8714,0.8649
1964.00,"","","",59.9468,297.6096,88.5626,220.6601,1.7568,1.7315,0.8713,0.8647
1966.00,"","","",59.3540,299.1411,88.1148,221.9469,1.7566,1.7311,0.8712,0.8645
1968.00,"","","",58.7562,300.4751,87.6567,223.2337,1.7562,1.7311,0.8710,0.8645
1970.00,"","","",58.1584,301.2161,87.1934,224.5205,1.7560,1.7309,0.8709,0.8644
1972.00,"","","",57.5507,301.5619,86.7353,225.7559,1.7557,1.7307,0.8707,0.8643
1974.00,"","","",56.9480,301.7596,86.2772,226.9912,1.7556,1.7303,0.8707,0.8641
1976.00,"","","",56.3502,301.8090,85.8088,228.1750,1.7555,1.7301,0.8706,0.8640
1978.00,"","","",55.7475,301.8090,85.3662,229.2045,1.7553,1.7298,0.8705,0.8638
1980.00,"","","",55.1497,301.7596,84.9081,229.7707,1.7551,1.7295,0.8704,0.8637
1982.00,"","","",54.5519,301.7102,84.4448,230.0795,1.7551,1.7291,0.8704,0.8635
1984.00,"","","",53.9541,301.6113,83.9764,230.2854,1.7551,1.7290,0.8704,0.8635
1986.00,"","","",53.3514,301.5619,83.5132,230.3883,1.7585,1.7288,0.8722,0.8634
1988.00,"F500","Both","",52.8672,301.2655,83.0551,230.4913,1.7962,1.7286,0.8910,0.8633
1990.00,"","","",52.5807,300.3762,82.6021,230.4913,1.8018,1.7284,0.8938,0.8632
1992.00,"","","",52.1805,299.2400,82.1440,230.4913,1.8023,1.7281,0.8940,0.8630
1994.00,"","","",51.6766,297.9555,81.6808,230.4398,1.8019,1.7279,0.8938,0.8629
1996.00,"","","",51.1084,296.6709,81.2175,230.4398,1.8019,1.7258,0.8938,0.8618
1998.00,"","","",50.5008,295.4853,80.8058,230.2854,1.8017,1.7482,0.8937,0.8730
2000.00,"","","",49.8881,294.3490,80.5947,229.7192,1.8016,1.7561,0.8937,0.8769
2002.00,"","","",49.2657,293.3609,80.3013,228.7927,1.8017,1.7564,0.8937,0.8771
2004.00,"","","",48.6382,292.4716,79.9153,227.8147,1.8013,1.7564,0.8936,0.8771
2006.00,"","","",48.0108,291.7305,79.4932,226.7853,1.8010,1.7564,0.8934,0.8771
2008.00,"","","",47.3784,291.0883,79.0712,225.8073,1.8010,1.7560,0.8934,0.8768
2010.00,"","","",46.7461,290.5943,78.6182,224.8808,1.8008,1.7555,0.8933,0.8766
2012.00,"","","",46.1186,290.1496,78.1550,224.0573,1.8004,1.7554,0.8931,0.8765
2014.00,"","","",45.4961,289.8038,77.7072,223.2337,1.8004,1.7552,0.8931,0.8765
2016.00,"","","",44.8687,289.5568,77.2542,222.4102,1.8001,1.7548,0.8929,0.8763
2018.00,"","","",44.2413,289.4580,76.7910,221.7410,1.7999,1.7546,0.8928,0.8762
2020.00,"","","",43.6138,289.4086,76.3123,221.1234,1.8001,1.7546,0.8929,0.8762
2022.00,"","","",42.9864,289.5074,75.8439,220.5572,1.7997,1.7542,0.8927,0.8760
2024.00,"","","",42.3590,289.7050,75.3858,220.0425,1.7994,1.7540,0.8926,0.8759
2026.00,"","","",41.7315,290.0014,74.9225,219.6307,1.7997,1.7540,0.8927,0.8759
2028.00,"","","",41.1091,290.3966,74.4541,219.3219,1.7994,1.7537,0.8926,0.8757
2030.00,"","","",40.4866,290.8413,73.9960,219.0645,1.7991,1.7534,0.8925,0.8756
2032.00,"","","",39.8641,291.3353,73.5225,218.8586,1.7990,1.7533,0.8924,0.8755
2034.00,"","","",39.2465,291.9776,73.0592,218.7557,1.7987,1.7527,0.8922,0.8752
2036.00,"","","",38.6191,292.6198,72.6011,218.7042,1.7985,1.7527,0.8921,0.8752
2038.00,"","","",37.9966,293.3609,72.1430,218.7042,1.7983,1.7526,0.8920,0.8752
2040.00,"","","",37.3692,294.2007,71.6798,218.7557,1.7979,1.7523,0.8918,0.8750
2042.00,"","","",36.7467,295.0900,71.2063,218.8586,1.7978,1.7522,0.8918,0.8750
2044.00,"","","",36.1291,296.0287,70.7430,219.0645,1.7979,1.7518,0.8918,0.8748
2046.00,"","","",35.5066,297.0168,70.2798,219.3219,1.7977,1.7515,0.8917,0.8746
2048.00,"","","",34.8940,298.0543,69.8217,219.5792,1.7977,1.7515,0.8918,0.8746
2050.00,"","","",34.2765,299.0917,69.3481,219.9395,1.7976,1.7512,0.8917,0.8745
2052.00,"","","",33.6589,300.2280,68.8797,220.3513,1.7972,1.7509,0.8915,0.8743
2054.00,"","","",33.0364,301.4137,68.4268,220.8145,1.7969,1.7509,0.8914,0.8743
2056.00,"","","",32.4140,302.5994,67.9687,221.3293,1.7969,1.7506,0.8913,0.8742
2058.00,"","","",31.7964,303.8839,67.4951,221.8955,1.7970,1.7503,0.8914,0.8740
2060.00,"","","",31.1838,305.1684,67.0164,222.5646,1.7970,1.7503,0.8914,0.8740
2062.00,"","","",30.5712,306.5023,66.5583,223.2852,1.7969,1.7500,0.8913,0.8739
2064.00,"","","",29.9586,307.8362,66.0951,224.0573,1.7967,1.7498,0.8912,0.8738
2066.00,"","","",29.3460,309.1702,65.6318,224.8808,1.7967,1.7496,0.8912,0.8737
2068.00,"","","",28.7334,310.3559,65.1737,225.7559,1.7965,1.7495,0.8911,0.8736
2070.00,"","","",28.1158,310.9487,64.7156,226.6309,1.7965,1.7494,0.8911,0.8736
2072.00,"","","",27.4983,311.0969,64.2473,227.6088,1.7965,1.7495,0.8911,0.8736
2074.00,"","","",26.8857,311.0969,63.7943,228.5868,1.7967,1.7491,0.8912,0.8734
2076.00,"","","",26.2780,310.8993,63.3311,229.6677,1.7966,1.7490,0.8912,0.8734
2078.00,"","","",25.6703,310.7017,62.8781,230.6457,1.7966,1.7488,0.8912,0.8733
2080.00,"","","",25.0577,310.4547,62.4251,231.2119,1.7961,1.7486,0.8909,0.8732
2082.00,"","","",24.4500,310.2076,61.9722,231.4692,1.7961,1.7485,0.8910,0.8731
2084.00,"","","",23.8374,309.9112,61.5141,231.5722,1.7963,1.7482,0.8910,0.8730
2086.00,"","","",23.2396,309.6148,61.0560,231.6237,1.7961,1.7480,0.8909,0.8729
2088.00,"","","",22.6369,309.3184,60.6082,231.5207,1.7955,1.7479,0.8907,0.8728
2090.00,"","","",22.0391,309.0219,60.1552,231.4178,1.7925,1.7479,0.8891,0.8728
2092.00,"AA","Both","",21.8415,307.9845,59.7023,231.3148,1.8208,1.7477,0.9033,0.8727
2094.00,"","","",22.1429,305.2672,59.2442,231.1604,1.8291,1.7474,0.9074,0.8726
2096.00,"","","",22.3652,301.2161,58.8015,231.0060,1.8303,1.7473,0.9080,0.8725
2098.00,"","","",22.4788,296.0287,58.3537,230.7486,1.8299,1.7471,0.9078,0.8725
2100.00,"","","",22.5332,289.9026,57.8956,230.5942,1.8293,1.7470,0.9075,0.8724
2102.00,"","","",22.5529,282.9366,57.4530,230.3883,1.8288,1.7468,0.9073,0.8723
2104.00,"","","",22.5529,275.2790,57.0309,230.0795,1.8283,1.7377,0.9070,0.8678
2106.00,"","","",22.5529,267.0286,57.0463,228.9471,1.8277,1.7532,0.9067,0.8755
2108.00,"","","",22.5430,258.1358,57.4530,226.3220,1.8275,1.7615,0.9066,0.8796
2110.00,"","","",22.5332,248.6997,57.7000,222.4616,1.8271,1.7628,0.9064,0.8802
2112.00,"","","",22.5282,238.8189,57.8236,217.8292,1.8272,1.7626,0.9065,0.8802
2114.00,"","","",22.5233,228.5428,57.8905,212.4246,1.8265,1.7626,0.9062,0.8801
2116.00,"","","",22.5134,217.8716,57.9265,206.4539,1.8262,1.7620,0.9060,0.8799
2118.00,"","","",22.5085,206.9039,57.9574,199.9169,1.8257,1.7614,0.9057,0.8795
2120.00,"","","",22.4986,195.7386,57.9883,192.9168,1.8253,1.7613,0.9055,0.8795
2122.00,"","","",22.4887,184.3263,58.0089,185.4533,1.8251,1.7609,0.9054,0.8793
2124.00,"","","",22.4788,172.8646,58.0243,177.6811,1.8249,1.7604,0.9053,0.8791
2126.00,"","","",22.4739,161.2546,58.0294,169.5485,1.8246,1.7599,0.9052,0.8788
2128.00,"","","",22.4689,149.6447,58.0397,161.1071,1.8243,1.7597,0.9050,0.8787
2130.00,"","","",22.4640,138.0841,58.0552,152.5113,1.8241,1.7595,0.9049,0.8786
2132.00,"","","",22.4541,126.5730,58.0603,143.7096,1.8237,1.7590,0.9047,0.8784
2134.00,"","","",22.4492,115.2595,58.0603,134.7535,1.8234,1.7589,0.9046,0.8783
2136.00,"","","",22.4442,104.1436,58.0603,125.6944,1.8234,1.7585,0.9046,0.8781
2138.00,"","","",22.4393,93.2747,58.0552,116.6354,1.8228,1.7580,0.9043,0.8779
2140.00,"","","",22.4294,82.7517,58.0552,107.6278,1.8228,1.7578,0.9043,0.8777
2142.00,"","","",22.4245,72.5745,58.0603,98.6717,1.8224,1.7573,0.9041,0.8775
2144.00,"","","",22.4245,62.8419,58.0552,89.7670,1.8221,1.7571,0.9039,0.8774
2146.00,"","","",22.4146,53.5539,58.0603,81.0168,1.8218,1.7569,0.9038,0.8773
2148.00,"","","",22.4146,44.8094,58.0500,72.4725,1.8215,1.7566,0.9036,0.8772
2150.00,"","","",22.4047,36.7072,58.0346,64.1340,1.8212,1.7564,0.9035,0.8771
2152.00,"","","",22.4047,29.2472,58.0243,56.1044,1.8210,1.7560,0.9034,0.8769
2154.00,"","","",22.3998,22.4788,58.0140,48.3836,1.8206,1.7557,0.9032,0.8767
2156.00,"","","",22.3899,16.4515,58.0140,41.0231,1.8206,1.7554,0.9032,0.8766
2158.00,"","","",22.3849,11.2641,58.0089,34.0229,1.8202,1.7552,0.9030,0.8765
2160.00,"","","",22.3751,6.9660,57.9986,27.4860,1.8201,1.7548,0.9029,0.8763
2162.00,"","","",22.3701,3.6065,57.9780,21.4123,1.8199,1.7546,0.9028,0.8762
2164.00,"","","",22.3652,1.2351,57.9728,15.8534,1.8196,1.7545,0.9027,0.8761
2166.00,"","","",22.3602,-0.1482,57.9625,10.8606,1.8195,1.7540,0.9026,0.8759
2168.00,"","","",22.3553,-0.3952,57.9419,6.4855,1.8193,1.7539,0.9025,0.8758
2170.00,"","","",22.3454,0.4446,57.9368,2.7280,1.8191,1.7534,0.9025,0.8756
2172.00,"","","",22.3355,1.7785,57.9368,-0.3088,1.8188,1.7534,0.9023,0.8756
2174.00,"","","",22.3306,2.5196,57.9316,-2.6765,1.8185,1.7532,0.9021,0.8755
2176.00,"","","",22.3257,2.9148,57.9316,-4.3236,1.8181,1.7528,0.9019,0.8753
2178.00,"","","",22.3257,3.0630,57.9214,-5.1472,1.8178,1.7525,0.9018,0.8751
2180.00,"","","",22.3158,3.1125,57.9214,-5.1472,1.8178,1.7525,0.9018,0.8751
2182.00,"","","",22.3158,3.0630,57.9111,-4.2722,1.8177,1.7522,0.9017,0.8750
2184.00,"","","",22.3010,3.0630,57.8956,-2.4707,1.8176,1.7518,0.9017,0.8748
2186.00,"","","",22.2960,3.0630,57.8802,-0.6177,1.8174,1.7515,0.9016,0.8746
2188.00,"","","",22.2911,3.0136,57.8699,0.5147,1.8171,1.7512,0.9014,0.8745
2190.00,"","","",22.2812,3.0136,57.8544,1.2868,1.8169,1.7510,0.9014,0.8744
2192.00,"","","",22.2812,3.0136,57.8493,1.8015,1.8169,1.7506,0.9013,0.8742
2194.00,"","","",22.2763,2.9642,57.8441,2.2648,1.8166,1.7504,0.9012,0.8741
2196.00,"","","",22.2664,2.9642,57.8287,2.6251,1.8165,1.7501,0.9011,0.8739
2198.00,"","","",22.2614,2.9642,57.8339,2.9339,1.8164,1.7498,0.9011,0.8738
2200.00,"","","",22.2565,2.9642,57.8339,3.1398,1.8161,1.7496,0.9010,0.8737
2202.00,"","","",22.2516,2.9642,57.8339,3.3457,1.8158,1.7495,0.9008,0.8736
2204.00,"","","",22.2466,2.9642,57.8236,3.4486,1.8157,1.7493,0.9007,0.8736
2206.00,"","","",22.2417,2.9642,57.8133,3.6030,1.8155,1.7492,0.9006,0.8735
2208.00,"","","",22.2318,2.9642,57.8081,3.7060,1.8149,1.7492,0.9003,0.8735
2210.00,"","","",22.2269,2.9642,57.8081,3.7575,1.8148,1.7489,0.9003,0.8733
2212.00,"","","",22.2219,2.9642,57.7978,3.8089,1.8146,1.7485,0.9002,0.8731
2214.00,"","","",22.2120,2.9642,57.7927,3.8604,1.8144,1.7484,0.9001,0.8731
2216.00,"","","",22.2071,2.9642,57.7772,3.8604,1.8143,1.7481,0.9000,0.8730
2218.00,"","","",22.2071,2.9642,57.7618,3.9119,1.8141,1.7478,0.8999,0.8728
2220.00,"","","",22.2022,2.9642,57.7669,3.9119,1.8139,1.7474,0.8998,0.8726
